Commodity,Year,Attribute,Value
Red meat and chicken (retail weight): Per capita availability,1981,Chicken-Total-Pounds,48.81618912
Red meat and chicken (retail weight): Per capita availability,1982,Chicken-Total-Pounds,49.04746101
Red meat and chicken (retail weight): Per capita availability,1983,Chicken-Total-Pounds,49.2427969
Red meat and chicken (retail weight): Per capita availability,1984,Chicken-Total-Pounds,50.94238066
Red meat and chicken (retail weight): Per capita availability,1985,Chicken-Total-Pounds,52.52683435
Red meat and chicken (retail weight): Per capita availability,1986,Chicken-Total-Pounds,53.70196934
Red meat and chicken (retail weight): Per capita availability,1987,Chicken-Total-Pounds,56.80376104
Red meat and chicken (retail weight): Per capita availability,1988,Chicken-Total-Pounds,56.89854719
Red meat and chicken (retail weight): Per capita availability,1989,Chicken-Total-Pounds,58.06453832
Red meat and chicken (retail weight): Per capita availability,1990,Chicken-Total-Pounds,60.91223209
Red meat and chicken (retail weight): Per capita availability,1991,Chicken-Total-Pounds,63.20230518
Red meat and chicken (retail weight): Per capita availability,1992,Chicken-Total-Pounds,66.71801747
Red meat and chicken (retail weight): Per capita availability,1993,Chicken-Total-Pounds,69.17140228
Red meat and chicken (retail weight): Per capita availability,1994,Chicken-Total-Pounds,69.88919614
Red meat and chicken (retail weight): Per capita availability,1995,Chicken-Total-Pounds,69.08825044
Red meat and chicken (retail weight): Per capita availability,1996,Chicken-Total-Pounds,69.64122096
Red meat and chicken (retail weight): Per capita availability,1997,Chicken-Total-Pounds,71.43971495
Red meat and chicken (retail weight): Per capita availability,1998,Chicken-Total-Pounds,72.00590418
Red meat and chicken (retail weight): Per capita availability,1999,Chicken-Total-Pounds,76.52149516
Red meat and chicken (retail weight): Per capita availability,2000,Chicken-Total-Pounds,77.53210585
Red meat and chicken (retail weight): Per capita availability,2001,Chicken-Total-Pounds,77.20308959
Red meat and chicken (retail weight): Per capita availability,2002,Chicken-Total-Pounds,81.22658063
Red meat and chicken (retail weight): Per capita availability,2003,Chicken-Total-Pounds,82.34009851
Red meat and chicken (retail weight): Per capita availability,2004,Chicken-Total-Pounds,84.77221488
Red meat and chicken (retail weight): Per capita availability,2005,Chicken-Total-Pounds,86.55398306
Red meat and chicken (retail weight): Per capita availability,2006,Chicken-Total-Pounds,87.04659301
Red meat and chicken (retail weight): Per capita availability,2007,Chicken-Total-Pounds,85.61010158
Red meat and chicken (retail weight): Per capita availability,2008,Chicken-Total-Pounds,83.97882169
Red meat and chicken (retail weight): Per capita availability,2009,Chicken-Total-Pounds,80.15096795
Red meat and chicken (retail weight): Per capita availability,2010,Chicken-Total-Pounds,82.96386409
Red meat and chicken (retail weight): Per capita availability,2011,Chicken-Total-Pounds,83.47344234
Red meat and chicken (retail weight): Per capita availability,2012,Chicken-Total-Pounds,81.02174857
Red meat and chicken (retail weight): Per capita availability,2013,Chicken-Total-Pounds,82.48875677
Red meat and chicken (retail weight): Per capita availability,2014,Chicken-Total-Pounds,84.0539954
Red meat and chicken (retail weight): Per capita availability,2015,Chicken-Total-Pounds,89.4897712
Red meat and chicken (retail weight): Per capita availability,2016,Chicken-Total-Pounds,90.30847616
Red meat and chicken (retail weight): Per capita availability,2017,Chicken-Total-Pounds,91.59588029
Red meat and chicken (retail weight): Per capita availability,2018,Chicken-Total-Pounds,93.19822802
Red meat and chicken (retail weight): Per capita availability,2019,Chicken-Total-Pounds,95.80780812
Red meat and chicken (retail weight): Per capita availability,2020,Chicken-Total-Pounds,97.02917194
Red meat and chicken (retail weight): Per capita availability,2021,Chicken-Total-Pounds,97.36546837
"Red meat, poultry, and fish (boneless weight): Per capita availability",1909,"U.S. population, July 1-Millions",90.49
"Red meat, poultry, and fish (boneless weight): Per capita availability",1910,"U.S. population, July 1-Millions",92.407
"Red meat, poultry, and fish (boneless weight): Per capita availability",1911,"U.S. population, July 1-Millions",93.863
"Red meat, poultry, and fish (boneless weight): Per capita availability",1912,"U.S. population, July 1-Millions",95.335
"Red meat, poultry, and fish (boneless weight): Per capita availability",1913,"U.S. population, July 1-Millions",97.225
"Red meat, poultry, and fish (boneless weight): Per capita availability",1914,"U.S. population, July 1-Millions",99.111
"Red meat, poultry, and fish (boneless weight): Per capita availability",1915,"U.S. population, July 1-Millions",100.546
"Red meat, poultry, and fish (boneless weight): Per capita availability",1916,"U.S. population, July 1-Millions",101.961
"Red meat, poultry, and fish (boneless weight): Per capita availability",1917,"U.S. population, July 1-Millions",103.414
"Red meat, poultry, and fish (boneless weight): Per capita availability",1918,"U.S. population, July 1-Millions",104.55
"Red meat, poultry, and fish (boneless weight): Per capita availability",1919,"U.S. population, July 1-Millions",105.063
"Red meat, poultry, and fish (boneless weight): Per capita availability",1920,"U.S. population, July 1-Millions",106.461
"Red meat, poultry, and fish (boneless weight): Per capita availability",1921,"U.S. population, July 1-Millions",108.538
"Red meat, poultry, and fish (boneless weight): Per capita availability",1922,"U.S. population, July 1-Millions",110.049
"Red meat, poultry, and fish (boneless weight): Per capita availability",1923,"U.S. population, July 1-Millions",111.947
"Red meat, poultry, and fish (boneless weight): Per capita availability",1924,"U.S. population, July 1-Millions",114.109
"Red meat, poultry, and fish (boneless weight): Per capita availability",1925,"U.S. population, July 1-Millions",115.829
"Red meat, poultry, and fish (boneless weight): Per capita availability",1926,"U.S. population, July 1-Millions",117.397
"Red meat, poultry, and fish (boneless weight): Per capita availability",1927,"U.S. population, July 1-Millions",119.035
"Red meat, poultry, and fish (boneless weight): Per capita availability",1928,"U.S. population, July 1-Millions",120.509
"Red meat, poultry, and fish (boneless weight): Per capita availability",1929,"U.S. population, July 1-Millions",121.767
"Red meat, poultry, and fish (boneless weight): Per capita availability",1930,"U.S. population, July 1-Millions",123.188
"Red meat, poultry, and fish (boneless weight): Per capita availability",1931,"U.S. population, July 1-Millions",124.149
"Red meat, poultry, and fish (boneless weight): Per capita availability",1932,"U.S. population, July 1-Millions",124.949
"Red meat, poultry, and fish (boneless weight): Per capita availability",1933,"U.S. population, July 1-Millions",125.69
"Red meat, poultry, and fish (boneless weight): Per capita availability",1934,"U.S. population, July 1-Millions",126.485
"Red meat, poultry, and fish (boneless weight): Per capita availability",1935,"U.S. population, July 1-Millions",127.362
"Red meat, poultry, and fish (boneless weight): Per capita availability",1936,"U.S. population, July 1-Millions",128.181
"Red meat, poultry, and fish (boneless weight): Per capita availability",1937,"U.S. population, July 1-Millions",128.961
"Red meat, poultry, and fish (boneless weight): Per capita availability",1938,"U.S. population, July 1-Millions",129.969
"Red meat, poultry, and fish (boneless weight): Per capita availability",1939,"U.S. population, July 1-Millions",131.028
"Red meat, poultry, and fish (boneless weight): Per capita availability",1940,"U.S. population, July 1-Millions",132.122
"Red meat, poultry, and fish (boneless weight): Per capita availability",1941,"U.S. population, July 1-Millions",133.402
"Red meat, poultry, and fish (boneless weight): Per capita availability",1942,"U.S. population, July 1-Millions",134.86
"Red meat, poultry, and fish (boneless weight): Per capita availability",1943,"U.S. population, July 1-Millions",136.739
"Red meat, poultry, and fish (boneless weight): Per capita availability",1944,"U.S. population, July 1-Millions",138.397
"Red meat, poultry, and fish (boneless weight): Per capita availability",1945,"U.S. population, July 1-Millions",139.928
"Red meat, poultry, and fish (boneless weight): Per capita availability",1946,"U.S. population, July 1-Millions",141.389
"Red meat, poultry, and fish (boneless weight): Per capita availability",1947,"U.S. population, July 1-Millions",144.126
"Red meat, poultry, and fish (boneless weight): Per capita availability",1948,"U.S. population, July 1-Millions",146.631
"Red meat, poultry, and fish (boneless weight): Per capita availability",1949,"U.S. population, July 1-Millions",149.188
"Red meat, poultry, and fish (boneless weight): Per capita availability",1950,"U.S. population, July 1-Millions",151.684
"Red meat, poultry, and fish (boneless weight): Per capita availability",1951,"U.S. population, July 1-Millions",154.287
"Red meat, poultry, and fish (boneless weight): Per capita availability",1952,"U.S. population, July 1-Millions",156.954
"Red meat, poultry, and fish (boneless weight): Per capita availability",1953,"U.S. population, July 1-Millions",159.565
"Red meat, poultry, and fish (boneless weight): Per capita availability",1954,"U.S. population, July 1-Millions",162.391
"Red meat, poultry, and fish (boneless weight): Per capita availability",1955,"U.S. population, July 1-Millions",165.275
"Red meat, poultry, and fish (boneless weight): Per capita availability",1956,"U.S. population, July 1-Millions",168.221
"Red meat, poultry, and fish (boneless weight): Per capita availability",1957,"U.S. population, July 1-Millions",171.274
"Red meat, poultry, and fish (boneless weight): Per capita availability",1958,"U.S. population, July 1-Millions",174.141
"Red meat, poultry, and fish (boneless weight): Per capita availability",1959,"U.S. population, July 1-Millions",177.073
"Red meat, poultry, and fish (boneless weight): Per capita availability",1960,"U.S. population, July 1-Millions",180.671
"Red meat, poultry, and fish (boneless weight): Per capita availability",1961,"U.S. population, July 1-Millions",183.691
"Red meat, poultry, and fish (boneless weight): Per capita availability",1962,"U.S. population, July 1-Millions",186.538
"Red meat, poultry, and fish (boneless weight): Per capita availability",1963,"U.S. population, July 1-Millions",189.242
"Red meat, poultry, and fish (boneless weight): Per capita availability",1964,"U.S. population, July 1-Millions",191.889
"Red meat, poultry, and fish (boneless weight): Per capita availability",1965,"U.S. population, July 1-Millions",194.303
"Red meat, poultry, and fish (boneless weight): Per capita availability",1966,"U.S. population, July 1-Millions",196.56
"Red meat, poultry, and fish (boneless weight): Per capita availability",1967,"U.S. population, July 1-Millions",198.712
"Red meat, poultry, and fish (boneless weight): Per capita availability",1968,"U.S. population, July 1-Millions",200.706
"Red meat, poultry, and fish (boneless weight): Per capita availability",1969,"U.S. population, July 1-Millions",202.677
"Red meat, poultry, and fish (boneless weight): Per capita availability",1970,"U.S. population, July 1-Millions",205.052
"Red meat, poultry, and fish (boneless weight): Per capita availability",1971,"U.S. population, July 1-Millions",207.661
"Red meat, poultry, and fish (boneless weight): Per capita availability",1972,"U.S. population, July 1-Millions",209.896
"Red meat, poultry, and fish (boneless weight): Per capita availability",1973,"U.S. population, July 1-Millions",211.909
"Red meat, poultry, and fish (boneless weight): Per capita availability",1974,"U.S. population, July 1-Millions",213.854
"Red meat, poultry, and fish (boneless weight): Per capita availability",1975,"U.S. population, July 1-Millions",215.973
"Red meat, poultry, and fish (boneless weight): Per capita availability",1976,"U.S. population, July 1-Millions",218.035
"Red meat, poultry, and fish (boneless weight): Per capita availability",1977,"U.S. population, July 1-Millions",220.239
"Red meat, poultry, and fish (boneless weight): Per capita availability",1978,"U.S. population, July 1-Millions",222.585
