STRUCTURE_NAME,Tipo,Valor,geo,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE,SequenciaTipo,SequenciaValor,Attribute,qryNacional.X,Y,X
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,NL,Netherlands,2024,15.3,7,3,Inicio,15.4,934,15.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,NL,Netherlands,2024,15.3,7,3,Fim,15.4,933,15.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,NL,Netherlands,2024,26.1,7,4,Inicio,15.4,932,15.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,NL,Netherlands,2024,26.1,7,4,Fim,15.4,931,26.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,NL,Netherlands,2024,33.3,7,5,Inicio,15.4,930,15.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,NL,Netherlands,2024,33.3,7,5,Fim,15.4,929,33.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,NL,Netherlands,2024,11,7,6,Inicio,15.4,928,15.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,NL,Netherlands,2024,11,7,6,Fim,15.4,927,11
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,NL,Netherlands,2024,7.8,7,7,Inicio,15.4,926,15.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,NL,Netherlands,2024,7.8,7,7,Fim,15.4,925,7.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",NL,Netherlands,2024,14.2,7,8,Inicio,15.4,924,15.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",NL,Netherlands,2024,14.2,7,8,Fim,15.4,923,14.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,NL,Netherlands,2024,17.4,7,9,Inicio,15.4,922,15.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,NL,Netherlands,2024,17.4,7,9,Fim,15.4,921,17.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,NL,Netherlands,2024,13,7,10,Inicio,15.4,920,15.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,NL,Netherlands,2024,13,7,10,Fim,15.4,919,13
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,NL,Netherlands,2024,41.1,7,11,Inicio,15.4,918,15.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,NL,Netherlands,2024,41.1,7,11,Fim,15.4,917,41.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,NL,Netherlands,2024,10.7,7,12,Inicio,15.4,916,15.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,NL,Netherlands,2024,10.7,7,12,Fim,15.4,915,10.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,NL,Netherlands,2024,9.9,7,13,Inicio,15.4,914,15.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,NL,Netherlands,2024,9.9,7,13,Fim,15.4,913,9.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,NL,Netherlands,2024,7.7,7,14,Inicio,15.4,912,15.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,NL,Netherlands,2024,7.7,7,14,Fim,15.4,911,7.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,NL,Netherlands,2024,7.8,7,15,Inicio,15.4,910,15.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,NL,Netherlands,2024,7.8,7,15,Fim,15.4,909,7.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,NL,Netherlands,2024,18.7,7,16,Inicio,15.4,908,15.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,NL,Netherlands,2024,18.7,7,16,Fim,15.4,907,18.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,NL,Netherlands,2024,8.9,7,17,Inicio,15.4,906,15.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,NL,Netherlands,2024,8.9,7,17,Fim,15.4,905,8.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,NL,Netherlands,2024,6.3,7,18,Inicio,15.4,904,15.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,NL,Netherlands,2024,6.3,7,18,Fim,15.4,903,6.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,NO,Norway,2024,30.5,7,1,Inicio,15.7,938,15.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,NO,Norway,2024,30.5,7,1,Fim,15.7,937,30.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,NO,Norway,2024,36.9,7,2,Inicio,15.7,936,15.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,NO,Norway,2024,36.9,7,2,Fim,15.7,935,36.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,NO,Norway,2024,14.8,7,3,Inicio,15.7,934,15.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,NO,Norway,2024,14.8,7,3,Fim,15.7,933,14.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,NO,Norway,2024,30.7,7,4,Inicio,15.7,932,15.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,NO,Norway,2024,30.7,7,4,Fim,15.7,931,30.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,NO,Norway,2024,30.2,7,5,Inicio,15.7,930,15.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,NO,Norway,2024,30.2,7,5,Fim,15.7,929,30.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,NO,Norway,2024,7.5,7,6,Inicio,15.7,928,15.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,NO,Norway,2024,7.5,7,6,Fim,15.7,927,7.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,NO,Norway,2024,9.7,7,7,Inicio,15.7,926,15.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,NO,Norway,2024,9.7,7,7,Fim,15.7,925,9.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",NO,Norway,2024,5,7,8,Inicio,15.7,924,15.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",NO,Norway,2024,5,7,8,Fim,15.7,923,5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,NO,Norway,2024,17.1,7,9,Inicio,15.7,922,15.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,NO,Norway,2024,17.1,7,9,Fim,15.7,921,17.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,NO,Norway,2024,13.7,7,10,Inicio,15.7,920,15.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,NO,Norway,2024,13.7,7,10,Fim,15.7,919,13.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,NO,Norway,2024,39.5,7,11,Inicio,15.7,918,15.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,NO,Norway,2024,39.5,7,11,Fim,15.7,917,39.5
